customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,paperless_billing,payment_method,internet_service,online_security,tech_support,customer_service_calls,monthly_charges,total_charges,churn
CUST_1906,Female,0,No,No,56,Two-Year,No,Mailed Check,No,No internet service,No internet service,0,18.5,1086.06,0
CUST_1907,Female,0,Yes,Yes,10,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,0,18.5,179.03,0
CUST_1908,Female,0,No,No,27,One-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,4,18.5,504.74,0
CUST_1909,Male,0,Yes,No,23,Month-to-Month,No,Mailed Check,DSL,No,Yes,1,43.46,1029.31,1
CUST_1910,Male,0,Yes,Yes,21,Month-to-Month,Yes,Electronic Check,DSL,No,No,1,45.19,961.19,1
CUST_1911,Male,0,No,No,21,One-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,0,51.73,1129.45,0
CUST_1912,Female,1,Yes,Yes,45,Two-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,0,73.06,3320.81,0
CUST_1913,Female,0,No,No,45,Two-Year,No,Electronic Check,No,No internet service,No internet service,2,18.5,859.68,0
CUST_1914,Female,0,No,No,2,Month-to-Month,No,Credit Card (automatic),DSL,No,No,2,47.35,91.63,0
CUST_1915,Male,0,No,No,26,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,1,21.16,537.07,0
CUST_1916,Female,0,No,Yes,6,One-Year,No,Electronic Check,DSL,Yes,Yes,0,65.26,389.37,0
CUST_1917,Male,0,Yes,No,28,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,1,79.99,2318.47,0
CUST_1918,Female,0,No,No,59,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,0,70.69,4140.08,0
CUST_1919,Female,0,No,No,21,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,0,84.12,1789.04,1
CUST_1920,Female,0,No,No,39,Two-Year,No,Credit Card (automatic),Fiber Optic,No,No,1,75.45,2911.89,0
CUST_1921,Female,0,Yes,Yes,61,Two-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,Yes,2,94.86,5963.36,0
CUST_1922,Male,0,No,Yes,63,Month-to-Month,No,Electronic Check,DSL,No,No,1,44.82,2739.03,0
CUST_1923,Female,0,Yes,No,55,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,No,3,70.09,3891.1,0
CUST_1924,Female,0,Yes,Yes,19,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,1,80.98,1550.6,0
CUST_1925,Male,1,No,No,9,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,0,18.5,164.89,1
CUST_1926,Male,0,No,No,12,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,1,66.27,811.55,1
CUST_1927,Male,0,No,No,33,One-Year,No,Electronic Check,No,No internet service,No internet service,2,21.54,677.3,0
CUST_1928,Male,0,No,No,20,Month-to-Month,No,Mailed Check,Fiber Optic,Yes,No,4,78.63,1626.3,1
CUST_1929,Male,0,No,No,6,Month-to-Month,Yes,Credit Card (automatic),DSL,No,No,2,45.69,269.97,0
CUST_1930,Female,1,Yes,No,3,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,Yes,3,93.86,289.83,1
CUST_1931,Male,0,Yes,Yes,36,Month-to-Month,Yes,Mailed Check,DSL,No,No,1,47.57,1679.14,0
CUST_1932,Male,0,Yes,No,31,One-Year,Yes,Bank Transfer (automatic),DSL,No,Yes,0,57.95,1740.38,0
CUST_1933,Female,0,No,No,56,One-Year,No,Electronic Check,No,No internet service,No internet service,2,18.5,1024.55,0
CUST_1934,Female,0,Yes,No,27,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,1,65.56,1822.76,0
CUST_1935,Female,1,Yes,No,65,Two-Year,Yes,Mailed Check,Fiber Optic,No,Yes,2,86.15,5713.72,0
CUST_1936,Male,0,No,No,8,One-Year,Yes,Electronic Check,No,No internet service,No internet service,0,18.5,146.54,0
CUST_1937,Female,0,Yes,Yes,42,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,4,87.59,3839.86,0
CUST_1938,Female,0,Yes,No,28,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,0,71.51,1984.01,0
CUST_1939,Male,0,No,No,58,Two-Year,Yes,Electronic Check,DSL,Yes,Yes,0,69.72,3983.41,0
CUST_1940,Male,0,Yes,No,2,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,73.42,141.62,1
CUST_1941,Female,0,Yes,No,42,One-Year,Yes,Mailed Check,Fiber Optic,Yes,Yes,0,94.35,3792.41,0
CUST_1942,Female,0,Yes,No,41,Two-Year,No,Bank Transfer (automatic),Fiber Optic,No,Yes,1,82.85,3345.86,0
CUST_1943,Female,0,No,No,23,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,72.29,1594.83,1
CUST_1944,Female,0,No,No,33,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,Yes,2,60.31,1982.79,0
CUST_1945,Female,0,Yes,Yes,44,Two-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,Yes,0,96.41,4394.76,0
CUST_1946,Female,0,No,No,4,Month-to-Month,Yes,Mailed Check,DSL,Yes,Yes,3,73.91,294.93,0
CUST_1947,Male,0,Yes,No,49,One-Year,No,Credit Card (automatic),No,No internet service,No internet service,1,18.5,904.74,0
CUST_1948,Male,0,No,No,26,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,Yes,No,0,88.68,2248.83,0
CUST_1949,Male,0,Yes,Yes,4,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,2,40.87,158.02,1
CUST_1950,Female,0,No,No,54,One-Year,Yes,Electronic Check,No,No internet service,No internet service,1,23.83,1251.09,0
CUST_1951,Female,0,No,No,72,Month-to-Month,Yes,Mailed Check,DSL,Yes,No,1,58.58,4246.44,0
CUST_1952,Female,0,No,No,23,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,2,28.96,672.19,0
CUST_1953,Male,0,Yes,No,23,One-Year,Yes,Mailed Check,Fiber Optic,Yes,Yes,1,95.19,2128.11,0
CUST_1954,Female,0,Yes,Yes,68,One-Year,Yes,Electronic Check,No,No internet service,No internet service,4,22.75,1531.36,0
CUST_1955,Male,0,No,No,36,Month-to-Month,Yes,Bank Transfer (automatic),DSL,Yes,No,1,50.39,1826.5,0
CUST_1956,Male,0,Yes,Yes,54,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,97.42,5397.7,0
CUST_1957,Female,0,No,Yes,30,One-Year,No,Credit Card (automatic),DSL,Yes,No,1,58.13,1712.47,0
CUST_1958,Female,1,No,No,21,Month-to-Month,No,Electronic Check,DSL,Yes,Yes,3,71.95,1476.4,1
CUST_1959,Female,0,No,No,41,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,Yes,1,78.19,3279.67,0
CUST_1960,Male,0,Yes,Yes,34,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,Yes,3,80.0,2723.76,0
CUST_1961,Male,0,No,Yes,1,Month-to-Month,Yes,Electronic Check,DSL,No,No,3,45.73,47.36,0
CUST_1962,Male,0,No,No,28,One-Year,Yes,Credit Card (automatic),DSL,No,Yes,1,56.72,1542.26,0
CUST_1963,Male,0,No,No,63,Two-Year,No,Mailed Check,DSL,No,No,3,46.09,2982.34,0
CUST_1964,Female,0,Yes,Yes,9,One-Year,Yes,Credit Card (automatic),DSL,No,No,1,45.66,397.05,0
CUST_1965,Female,0,Yes,No,59,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,4,68.01,4046.61,0
CUST_1966,Female,0,Yes,No,34,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,1,81.04,2695.74,0
CUST_1967,Male,0,Yes,Yes,7,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,1,18.5,124.33,0
CUST_1968,Female,0,No,No,12,One-Year,Yes,Electronic Check,No,No internet service,No internet service,1,31.03,376.71,0
CUST_1969,Male,0,No,No,5,Month-to-Month,No,Electronic Check,DSL,No,No,1,46.36,231.96,0
CUST_1970,Female,0,Yes,Yes,72,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,1,27.02,1942.71,0
CUST_1971,Male,0,No,No,51,One-Year,Yes,Electronic Check,No,No internet service,No internet service,0,18.5,952.23,0
CUST_1972,Male,0,Yes,No,6,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,1,69.65,412.57,1
CUST_1973,Female,0,Yes,Yes,37,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,68.22,2567.09,0
CUST_1974,Female,0,Yes,No,57,One-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,No,1,83.58,4588.19,0
CUST_1975,Male,0,Yes,Yes,6,One-Year,No,Electronic Check,DSL,No,No,0,45.82,280.83,0
CUST_1976,Male,0,No,No,51,One-Year,Yes,Credit Card (automatic),DSL,Yes,Yes,2,64.45,3313.18,0
CUST_1977,Female,0,Yes,Yes,44,Two-Year,No,Electronic Check,Fiber Optic,Yes,Yes,0,95.9,4213.89,0
CUST_1978,Male,0,No,No,47,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,0,21.07,953.42,0
CUST_1979,Male,0,Yes,No,69,Month-to-Month,Yes,Bank Transfer (automatic),DSL,Yes,Yes,1,70.18,4735.05,0
CUST_1980,Male,0,No,No,3,Month-to-Month,No,Credit Card (automatic),DSL,Yes,No,2,61.61,181.05,0
CUST_1981,Male,0,Yes,Yes,39,Two-Year,No,Credit Card (automatic),Fiber Optic,No,Yes,2,85.79,3256.75,0
CUST_1982,Female,0,Yes,No,34,One-Year,No,Mailed Check,Fiber Optic,No,No,1,76.5,2719.13,0
CUST_1983,Female,0,Yes,No,50,Month-to-Month,No,Electronic Check,DSL,No,Yes,3,58.36,3039.28,0
CUST_1984,Female,0,Yes,No,21,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,2,23.66,499.15,0
CUST_1985,Female,0,Yes,No,68,One-Year,No,Mailed Check,No,No internet service,No internet service,2,19.24,1269.81,0
CUST_1986,Male,0,No,No,9,One-Year,No,Mailed Check,DSL,Yes,Yes,1,69.77,653.75,1
CUST_1987,Male,0,No,No,15,Month-to-Month,Yes,Mailed Check,Fiber Optic,Yes,No,1,84.32,1296.34,0
CUST_1988,Male,0,No,No,57,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,1,80.02,4350.77,0
CUST_1989,Male,0,No,No,34,Two-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,2,20.25,687.86,0
CUST_1990,Male,0,Yes,No,26,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,3,76.87,2019.59,0
CUST_1991,Female,0,Yes,Yes,49,Two-Year,No,Electronic Check,DSL,Yes,No,0,61.94,2903.48,0
CUST_1992,Female,0,No,No,6,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,0,50.05,286.78,0
CUST_1993,Male,0,No,Yes,41,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,2,89.15,3641.82,0
CUST_1994,Female,0,No,No,67,One-Year,No,Electronic Check,Fiber Optic,Yes,No,2,86.63,5515.13,0
CUST_1995,Female,0,No,No,34,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,2,23.87,774.8,0
CUST_1996,Female,0,Yes,No,26,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,4,21.28,534.75,0
CUST_1997,Female,0,Yes,Yes,25,One-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,0,21.29,554.07,0
CUST_1998,Female,0,Yes,No,21,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,2,84.29,1817.22,1
CUST_1999,Female,0,Yes,Yes,25,One-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,Yes,1,88.74,2207.5,0
CUST_2000,Female,0,Yes,No,7,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,1,29.22,204.11,0
CUST_2001,Female,0,Yes,Yes,58,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,1,61.32,3622.72,0
CUST_2002,Male,0,No,No,6,Month-to-Month,No,Mailed Check,DSL,Yes,No,3,51.15,306.11,1
CUST_2003,Male,0,No,No,8,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,86.25,659.91,0
CUST_2004,Female,0,No,No,15,One-Year,Yes,Electronic Check,DSL,Yes,No,2,60.67,931.78,0
CUST_2005,Male,0,No,No,9,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,0,88.82,764.03,1
CUST_2006,Male,0,Yes,No,8,Month-to-Month,Yes,Mailed Check,No,No internet service,No internet service,0,20.42,163.13,0
CUST_2007,Female,0,Yes,No,61,Two-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,0,18.5,1169.32,0
CUST_2008,Male,0,No,No,9,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,2,70.26,608.15,1
CUST_2009,Female,0,Yes,Yes,51,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,0,85.41,4445.92,0
CUST_2010,Female,0,Yes,No,30,Month-to-Month,No,Credit Card (automatic),DSL,No,Yes,2,54.22,1552.81,0
CUST_2011,Female,0,Yes,Yes,70,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,1,89.73,6590.8,0
CUST_2012,Male,0,Yes,No,25,Month-to-Month,No,Mailed Check,No,No internet service,No internet service,0,20.13,512.41,0
CUST_2013,Male,0,No,Yes,28,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,Yes,2,91.11,2670.72,0
CUST_2014,Female,0,Yes,Yes,39,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,3,69.3,2748.17,0
CUST_2015,Female,0,No,No,38,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,Yes,0,54.53,2018.74,0
CUST_2016,Female,0,No,Yes,16,One-Year,Yes,Credit Card (automatic),DSL,No,No,1,47.33,789.57,0
CUST_2017,Male,0,Yes,No,35,One-Year,No,Electronic Check,DSL,No,No,0,43.2,1531.15,0
CUST_2018,Male,0,Yes,Yes,8,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,No,Yes,0,79.93,644.3,1
CUST_2019,Female,0,Yes,Yes,13,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,Yes,0,96.82,1249.74,0
CUST_2020,Male,0,Yes,No,27,One-Year,Yes,Electronic Check,Fiber Optic,No,No,4,65.56,1731.99,0
CUST_2021,Female,0,No,No,5,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,1,66.38,332.9,1
CUST_2022,Male,0,No,No,20,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,0,21.36,421.48,0
CUST_2023,Male,0,No,No,54,One-Year,No,Credit Card (automatic),Fiber Optic,Yes,No,4,78.5,4389.07,0
CUST_2024,Male,0,Yes,Yes,15,One-Year,No,Electronic Check,Fiber Optic,No,No,3,75.2,1074.85,1
CUST_2025,Male,0,No,No,34,Month-to-Month,No,Electronic Check,DSL,Yes,Yes,1,64.79,2209.49,0
CUST_2026,Female,0,No,No,69,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,69.52,4958.33,0
CUST_2027,Female,1,No,No,59,One-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,2,18.5,1039.94,0
CUST_2028,Male,0,No,No,45,Two-Year,No,Credit Card (automatic),DSL,No,Yes,0,62.85,2766.68,0
CUST_2029,Female,0,No,No,21,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,No,0,65.77,1319.23,0
CUST_2030,Male,0,No,No,29,One-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,2,27.67,810.05,0
CUST_2031,Female,0,No,No,52,Two-Year,Yes,Bank Transfer (automatic),DSL,No,No,4,45.33,2313.96,0
CUST_2032,Male,0,Yes,No,6,One-Year,No,Electronic Check,DSL,No,No,5,44.26,277.77,0
CUST_2033,Female,0,No,No,40,One-Year,Yes,Electronic Check,No,No internet service,No internet service,1,18.5,748.61,1
CUST_2034,Female,0,Yes,Yes,69,One-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,1,26.66,1850.91,0
CUST_2035,Female,0,Yes,Yes,28,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,1,84.03,2451.01,0
CUST_2036,Female,1,No,No,59,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,2,77.12,4424.3,0
CUST_2037,Female,0,No,No,39,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,0,79.92,3136.28,0
CUST_2038,Female,0,Yes,Yes,57,Month-to-Month,No,Electronic Check,DSL,Yes,Yes,2,62.38,3570.87,0
CUST_2039,Female,0,Yes,No,32,Two-Year,No,Mailed Check,No,No internet service,No internet service,2,18.5,567.26,0
CUST_2040,Female,0,Yes,Yes,20,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,Yes,1,81.54,1701.26,1
CUST_2041,Female,0,No,No,18,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,No,2,88.55,1625.82,1
CUST_2042,Male,0,No,No,10,Month-to-Month,No,Electronic Check,DSL,No,No,1,54.97,571.03,0
CUST_2043,Female,0,No,Yes,59,One-Year,Yes,Credit Card (automatic),Fiber Optic,No,No,0,72.13,4461.02,0
CUST_2044,Male,0,No,No,43,Two-Year,Yes,Mailed Check,Fiber Optic,Yes,Yes,0,87.77,3766.43,0
CUST_2045,Female,0,Yes,No,7,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,Yes,1,91.32,658.65,1
CUST_2046,Male,0,No,No,24,One-Year,Yes,Mailed Check,Fiber Optic,No,Yes,2,74.91,1811.78,0
CUST_2047,Female,0,Yes,No,30,Month-to-Month,No,Bank Transfer (automatic),No,No internet service,No internet service,3,23.44,736.75,0
CUST_2048,Male,0,No,No,60,Two-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,4,20.26,1184.87,0
CUST_2049,Male,0,No,No,6,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,0,74.93,427.72,0
CUST_2050,Male,0,No,Yes,9,Month-to-Month,No,Bank Transfer (automatic),No,No internet service,No internet service,1,18.5,161.27,0
CUST_2051,Female,0,Yes,No,6,One-Year,No,Electronic Check,Fiber Optic,No,Yes,1,86.14,497.61,0
CUST_2052,Male,0,Yes,No,68,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,4,25.8,1743.34,0
CUST_2053,Male,0,Yes,Yes,47,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,1,83.64,3764.96,0
CUST_2054,Female,0,No,No,30,One-Year,No,Bank Transfer (automatic),DSL,No,No,0,45.05,1313.68,0
CUST_2055,Female,0,Yes,No,5,One-Year,Yes,Mailed Check,Fiber Optic,Yes,No,2,86.08,413.02,0
CUST_2056,Male,0,Yes,Yes,36,Two-Year,No,Electronic Check,Fiber Optic,Yes,Yes,0,99.37,3572.58,0
CUST_2057,Male,0,Yes,Yes,15,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,1,18.5,271.03,0
CUST_2058,Male,0,No,Yes,70,Two-Year,No,Electronic Check,Fiber Optic,No,Yes,0,79.46,5546.07,0
CUST_2059,Female,0,Yes,No,46,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,1,18.5,816.01,0
CUST_2060,Male,0,No,No,54,Two-Year,No,Mailed Check,Fiber Optic,No,No,4,61.01,3300.1,0
CUST_2061,Male,0,No,No,2,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,No,0,73.73,142.01,1
CUST_2062,Male,0,No,No,2,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,1,19.97,38.34,0
CUST_2063,Male,0,Yes,Yes,18,Two-Year,Yes,Credit Card (automatic),DSL,No,Yes,0,55.86,986.38,0
CUST_2064,Female,0,Yes,No,59,Two-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,0,80.23,4910.8,0
CUST_2065,Male,0,Yes,Yes,23,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,2,83.75,1981.83,0
CUST_2066,Male,0,Yes,No,34,One-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,0,54.35,1932.75,0
CUST_2067,Male,0,Yes,Yes,52,Two-Year,No,Electronic Check,Fiber Optic,No,No,0,73.59,3811.45,1
CUST_2068,Male,0,No,No,11,Month-to-Month,No,Bank Transfer (automatic),DSL,No,No,1,43.49,469.42,0
CUST_2069,Male,0,Yes,Yes,39,Month-to-Month,Yes,Electronic Check,DSL,No,No,3,40.41,1650.2,0
CUST_2070,Female,0,No,No,38,Two-Year,Yes,Mailed Check,DSL,No,No,0,47.42,1780.66,0
CUST_2071,Female,0,Yes,No,61,Two-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,0,18.5,1073.1,0
CUST_2072,Female,0,No,No,22,One-Year,No,Electronic Check,DSL,Yes,Yes,3,68.72,1560.24,0
CUST_2073,Female,0,No,No,71,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,85.74,5886.17,1
CUST_2074,Female,0,No,No,13,One-Year,Yes,Electronic Check,Fiber Optic,No,No,1,70.19,932.35,0
CUST_2075,Male,0,No,No,35,Month-to-Month,Yes,Mailed Check,DSL,No,Yes,1,57.43,1912.59,0
CUST_2076,Female,0,No,No,62,Two-Year,No,Credit Card (automatic),Fiber Optic,Yes,Yes,0,92.25,5497.01,0
CUST_2077,Female,0,No,No,50,One-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,82.67,4126.71,0
CUST_2078,Female,0,Yes,No,68,Two-Year,Yes,Mailed Check,No,No internet service,No internet service,0,18.5,1203.64,0
CUST_2079,Female,0,No,No,70,One-Year,Yes,Mailed Check,No,No internet service,No internet service,4,22.11,1607.85,0
CUST_2080,Male,0,Yes,No,21,One-Year,Yes,Electronic Check,DSL,No,Yes,0,55.66,1198.07,0
CUST_2081,Female,0,Yes,No,32,One-Year,No,Bank Transfer (automatic),DSL,No,Yes,3,56.25,1769.07,0
CUST_2082,Female,0,Yes,No,41,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,0,77.97,3227.95,0
CUST_2083,Female,0,Yes,Yes,72,One-Year,Yes,Credit Card (automatic),DSL,Yes,No,1,59.07,4344.7,0
CUST_2084,Male,0,Yes,Yes,65,One-Year,Yes,Mailed Check,DSL,No,Yes,1,54.83,3654.97,0
CUST_2085,Male,0,Yes,Yes,42,Two-Year,Yes,Electronic Check,DSL,Yes,No,3,52.63,2187.4,0
CUST_2086,Male,0,Yes,Yes,10,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,Yes,2,79.93,831.18,0
CUST_2087,Female,0,No,No,20,Month-to-Month,Yes,Bank Transfer (automatic),DSL,Yes,Yes,1,72.26,1509.05,0
CUST_2088,Male,0,Yes,No,59,Month-to-Month,No,Electronic Check,DSL,Yes,Yes,4,71.32,4079.84,0
CUST_2089,Male,0,No,No,66,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,73.05,5019.57,0
CUST_2090,Female,0,Yes,No,32,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,3,79.22,2588.96,0
CUST_2091,Male,0,No,No,13,One-Year,Yes,Mailed Check,DSL,No,Yes,1,62.75,847.41,1
CUST_2092,Female,0,No,No,1,Two-Year,No,Electronic Check,DSL,Yes,No,1,62.02,61.55,0
CUST_2093,Male,0,No,No,10,Month-to-Month,Yes,Bank Transfer (automatic),DSL,Yes,No,0,51.99,528.28,0
CUST_2094,Female,0,No,No,32,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,Yes,No,1,85.59,2666.4,1
CUST_2095,Female,0,Yes,No,71,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,No,2,64.25,4676.3,0
CUST_2096,Female,0,No,No,61,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,2,78.65,4836.86,0
CUST_2097,Female,0,No,No,51,One-Year,Yes,Bank Transfer (automatic),DSL,Yes,Yes,0,64.72,3294.43,0
CUST_2098,Male,0,No,No,59,One-Year,No,Bank Transfer (automatic),DSL,No,No,0,47.95,2883.56,0
CUST_2099,Male,0,No,No,13,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,0,20.13,263.06,0
CUST_2100,Male,0,Yes,Yes,50,One-Year,No,Electronic Check,DSL,No,Yes,1,59.03,3029.82,0
CUST_2101,Female,0,No,Yes,64,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,0,18.5,1226.44,0
CUST_2102,Female,0,Yes,No,32,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,1,85.53,2819.23,0
CUST_2103,Male,0,No,No,23,Month-to-Month,Yes,Mailed Check,Fiber Optic,Yes,No,4,88.54,1997.22,1
CUST_2104,Female,0,Yes,Yes,10,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,82.96,869.1,0
CUST_2105,Male,0,No,No,17,Month-to-Month,Yes,Electronic Check,DSL,Yes,Yes,3,76.95,1327.74,0
CUST_2106,Female,0,Yes,No,55,One-Year,Yes,Mailed Check,Fiber Optic,Yes,No,1,85.48,4618.4,0
CUST_2107,Female,0,Yes,Yes,33,Month-to-Month,No,Credit Card (automatic),DSL,No,Yes,1,64.23,2022.64,0
CUST_2108,Male,0,No,No,5,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,Yes,2,93.08,488.12,0
CUST_2109,Male,0,No,Yes,20,One-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,1,83.28,1682.09,0
CUST_2110,Male,0,No,No,38,Two-Year,No,Mailed Check,DSL,No,No,4,42.29,1563.24,0
CUST_2111,Female,0,Yes,No,26,One-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,Yes,1,88.19,2290.9,0
CUST_2112,Female,0,Yes,No,38,One-Year,Yes,Credit Card (automatic),DSL,No,No,1,41.75,1570.24,0
CUST_2113,Male,0,No,No,3,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,1,21.14,66.28,1
CUST_2114,Male,0,No,No,4,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,1,64.96,259.65,1
CUST_2115,Male,0,No,No,32,Two-Year,Yes,Electronic Check,DSL,Yes,Yes,3,69.45,2218.99,0
CUST_2116,Female,0,Yes,No,37,Two-Year,Yes,Electronic Check,DSL,No,Yes,2,48.3,1839.75,0
CUST_2117,Female,0,No,No,37,Month-to-Month,No,Credit Card (automatic),DSL,No,No,1,43.68,1598.53,0
CUST_2118,Male,0,Yes,Yes,11,Month-to-Month,No,Electronic Check,Fiber Optic,No,No,1,71.04,757.72,0
CUST_2119,Female,0,No,No,12,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,2,54.18,667.61,0
CUST_2120,Female,0,Yes,Yes,40,Month-to-Month,No,Mailed Check,Fiber Optic,No,Yes,1,80.75,3362.47,0
CUST_2121,Male,1,Yes,Yes,2,Month-to-Month,No,Electronic Check,Fiber Optic,No,No,0,69.92,133.49,1
CUST_2122,Male,0,No,No,1,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,2,68.44,70.9,1
CUST_2123,Female,0,No,No,11,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,0,58.14,635.57,0
CUST_2124,Female,0,Yes,No,55,One-Year,No,Electronic Check,DSL,No,Yes,2,50.24,2704.93,0
CUST_2125,Male,0,Yes,Yes,56,One-Year,No,Credit Card (automatic),No,No internet service,No internet service,0,18.5,988.26,0
CUST_2126,Male,0,Yes,Yes,11,Month-to-Month,No,Electronic Check,DSL,No,No,3,40.9,436.65,0
CUST_2127,Male,0,No,No,35,One-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,0,19.15,659.05,0
